"conventional.date","conventional.average_price","conventional.total_volume","conventional.type","conventional.year","conventional.geography","conventional.Mileage","conventional.total_sales","organic.date","organic.average_price","organic.total_volume","organic.type","organic.year","organic.geography","organic.Mileage","organic.total_sales","organic.share_total_sales","conventional.share_total_sales","ave.con.share","ave.org.share"
"2019/5/19",1.41,905778,"conventional",2019,"Miami/Ft. Lauderdale",2843,1277146.98,"2019/5/19",1.46,3011,"organic",2019,"Miami/Ft. Lauderdale",2843,4396.06,0.00343028666442603,0.996569713335574,0.98727575637968,0.0127242436203202
"2019/5/19",1.11,277706,"conventional",2019,"Nashville",2020,308253.66,"2019/5/19",1.34,9185,"organic",2019,"Nashville",2020,12307.9,0.0383948094088387,0.961605190591161,0.939943242238379,0.060056757761621
"2019/5/19",1.06,325334,"conventional",2019,"New Orleans/Mobile",1954,344854.04,"2019/5/19",0.98,7761,"organic",2019,"New Orleans/Mobile",1954,7605.78,0.0215791405670014,0.978420859432999,0.978554582016915,0.0214454179830849
"2019/5/19",1.58,1701723,"conventional",2019,"New York",2794,2688722.34,"2019/5/19",2.03,81666,"organic",2019,"New York",2794,165781.98,0.0580773267142927,0.941922673285707,0.933438425149798,0.066561574850202
"2019/5/19",1.37,469781,"conventional",2019,"Orlando",2617,643599.97,"2019/5/19",1.53,4720,"organic",2019,"Orlando",2617,7221.6,0.0110961288514147,0.988903871148585,0.980111713684211,0.0198882863157888
"2019/5/19",1.42,536310,"conventional",2019,"Philadelphia",2759,761560.2,"2019/5/19",1.83,19300,"organic",2019,"Philadelphia",2759,35319,0.0443216487517807,0.955678351248219,0.936511942809066,0.0634880571909341
"2019/5/19",1.02,1100021,"conventional",2019,"Phoenix/Tucson",482,1122021.42,"2019/5/19",1.97,15830,"organic",2019,"Phoenix/Tucson",482,31185.1,0.0270420774242588,0.972957922575741,0.969701956979254,0.030298043020746
"2019/5/19",1.27,141613,"conventional",2019,"Pittsburgh",2445,179848.51,"2019/5/19",1.56,10977,"organic",2019,"Pittsburgh",2445,17124.12,0.086936545447964,0.913063454552036,0.901272720977339,0.0987272790226607
"2019/5/19",1.66,484296,"conventional",2019,"Portland",855,803931.36,"2019/5/19",2.37,21742,"organic",2019,"Portland",855,51528.54,0.0602348982108922,0.939765101789108,0.923994665655572,0.0760053343444283
"2019/5/19",1.02,500509,"conventional",2019,"Raleigh/Greensboro",2557,510519.18,"2019/5/19",2.08,16486,"organic",2019,"Raleigh/Greensboro",2557,34290.88,0.0629409816698319,0.937059018330168,0.931804857309753,0.0681951426902468
"2019/5/19",1.04,351091,"conventional",2019,"Richmond/Norfolk",2632,365134.64,"2019/5/19",1.55,13215,"organic",2019,"Richmond/Norfolk",2632,20483.25,0.053117997196655,0.946882002803345,0.928449792317041,0.0715502076829592
"2019/5/19",1.46,487967,"conventional",2019,"Sacramento",277,712431.82,"2019/5/19",1.93,10354,"organic",2019,"Sacramento",277,19983.22,0.027284010989179,0.972715989010821,0.962944579767275,0.0370554202327255
"2019/5/19",1.51,448063,"conventional",2019,"San Diego",253,676575.13,"2019/5/19",2.02,21891,"organic",2019,"San Diego",253,44219.82,0.0613486817575512,0.938651318242449,0.936062734959172,0.0639372650408284
"2019/5/19",1.67,846157,"conventional",2019,"San Francisco",283,1413082.19,"2019/5/19",2.18,35983,"organic",2019,"San Francisco",283,78442.94,0.0525924360389422,0.947407563961058,0.934814063488938,0.0651859365110624
"2019/5/19",1.78,481229,"conventional",2019,"Seattle",1029,856587.62,"2019/5/19",2.29,30782,"organic",2019,"Seattle",1029,70490.78,0.0760354032625504,0.92396459673745,0.870418203097601,0.129581796902399
"2019/5/19",1.59,82245,"conventional",2019,"Spokane",1097,130769.55,"2019/5/19",2.2,3405,"organic",2019,"Spokane",1097,7491,0.0541803139073293,0.945819686092671,0.924914231142534,0.0750857688574661
"2019/5/19",1.31,199515,"conventional",2019,"St. Louis",1841,261364.65,"2019/5/19",1.71,12342,"organic",2019,"St. Louis",1841,21104.82,0.0747154019866288,0.925284598013371,0.933648181888816,0.0663518181111838
"2019/5/19",1.21,95387,"conventional",2019,"Syracuse",2693,115418.27,"2019/5/19",1.53,3692,"organic",2019,"Syracuse",2693,5648.76,0.046658119886149,0.953341880113851,0.939977816469908,0.0600221835300924
"2019/5/19",1.27,530975,"conventional",2019,"Tampa",2636,674338.25,"2019/5/19",1.53,1866,"organic",2019,"Tampa",2636,2854.98,0.00421590156771059,0.995784098432289,0.982892930828724,0.0171070691712757
"2019/5/26",1.46,124881,"conventional",2019,"Albany",2832,182326.26,"2019/5/26",1.84,3057,"organic",2019,"Albany",2832,5624.88,0.0299273523959472,0.970072647604053,0.967559739478929,0.0324402605210707
"2019/5/26",1.16,706177,"conventional",2019,"Atlanta",2199,819165.32,"2019/5/26",1.74,19309,"organic",2019,"Atlanta",2199,33597.66,0.0393985911536638,0.960601408846336,0.950191710190095,0.0498082898099051
"2019/5/26",1.54,949768,"conventional",2019,"Baltimore/Washington",2679,1462642.72,"2019/5/26",1.59,38270,"organic",2019,"Baltimore/Washington",2679,60849.3,0.0399406752389816,0.960059324761018,0.944935705825464,0.0550642941745357
"2019/5/26",1.44,108405,"conventional",2019,"Boise",827,156103.2,"2019/5/26",2.31,3038,"organic",2019,"Boise",827,7017.78,0.0430219337819084,0.956978066218092,0.943837287582292,0.056162712417708
"2019/5/26",1.55,724659,"conventional",2019,"Boston",2998,1123221.45,"2019/5/26",1.8,30915,"organic",2019,"Boston",2998,55647,0.0472037401628655,0.952796259837134,0.944402626536698,0.0555973734633019
"2019/5/26",1.31,199770,"conventional",2019,"Buffalo/Rochester",2552,261698.7,"2019/5/26",1.51,7998,"organic",2019,"Buffalo/Rochester",2552,12076.98,0.0441126837854991,0.955887316214501,0.926154647760673,0.0738453522393267
"2019/5/26",1.41,307560,"conventional",2019,"Charlotte",2428,433659.6,"2019/5/26",1.8,18392,"organic",2019,"Charlotte",2428,33105.6,0.0709255959955884,0.929074404004412,0.933943830589444,0.066056169410556
"2019/5/26",1.7,690063,"conventional",2019,"Chicago",2030,1173107.1,"2019/5/26",1.88,46057,"organic",2019,"Chicago",2030,86587.16,0.0687366472559778,0.931263352744022,0.921864208370615,0.078135791629385
"2019/5/26",1.28,303251,"conventional",2019,"Cincinnati/Dayton",2190,388161.28,"2019/5/26",1.62,22117,"organic",2019,"Cincinnati/Dayton",2190,35829.54,0.0845054616984396,0.91549453830156,0.921640979752964,0.0783590202470356
"2019/5/26",1.25,222181,"conventional",2019,"Columbus",2261,277726.25,"2019/5/26",1.53,16003,"organic",2019,"Columbus",2261,24484.59,0.0810182387898462,0.918981761210154,0.928429826068234,0.0715701739317663
"2019/5/26",0.93,1574362,"conventional",2019,"Dallas/Ft. Worth",1449,1464156.66,"2019/5/26",1.46,29543,"organic",2019,"Dallas/Ft. Worth",1449,43132.78,0.0286161229922768,0.971383877007723,0.96479638894717,0.0352036110528297
"2019/5/26",1.18,900464,"conventional",2019,"Denver",1032,1062547.52,"2019/5/26",1.72,25207,"organic",2019,"Denver",1032,43356.04,0.0392041779845613,0.960795822015439,0.946481603768874,0.053518396231126
"2019/5/26",1.35,455072,"conventional",2019,"Detroit",2296,614347.2,"2019/5/26",1.84,18611,"organic",2019,"Detroit",2296,34244.24,0.0527978599285862,0.947202140071414,0.941869889252581,0.0581301107474194
"2019/5/26",1.61,182520,"conventional",2019,"Grand Rapids",2193,293857.2,"2019/5/26",1.49,12880,"organic",2019,"Grand Rapids",2193,19191.2,0.0613042583830488,0.938695741616951,0.953442082798573,0.0465579172014267
"2019/5/26",1.32,350546,"conventional",2019,"Harrisburg/Scranton",2717,462720.72,"2019/5/26",1.4,11049,"organic",2019,"Harrisburg/Scranton",2717,15468.6,0.0323482757833236,0.967651724216676,0.943439474398886,0.0565605256011136
"2019/5/26",1.5,397396,"conventional",2019,"Hartford/Springfield",2906,596094,"2019/5/26",2.33,12273,"organic",2019,"Hartford/Springfield",2906,28596.09,0.045776442523684,0.954223557476316,0.94103680481658,0.0589631951834199
"2019/5/26",0.97,1288767,"conventional",2019,"Houston",1656,1250103.99,"2019/5/26",2.02,30865,"organic",2019,"Houston",1656,62347.3,0.0475044677658094,0.952495532234191,0.966414443488332,0.0335855565116683
"2019/5/26",1.25,249327,"conventional",2019,"Indianapolis",2083,311658.75,"2019/5/26",1.55,14776,"organic",2019,"Indianapolis",2083,22902.8,0.0684561629990057,0.931543837000994,0.945371948156886,0.0546280518431136
"2019/5/26",1.34,225115,"conventional",2019,"Jacksonville",2440,301654.1,"2019/5/26",1.63,836,"organic",2019,"Jacksonville",2440,1362.68,0.00449704468511612,0.995502955314884,0.978139500731126,0.0218604992688741
"2019/5/26",1.22,367715,"conventional",2019,"Las Vegas",286,448612.3,"2019/5/26",2,10359,"organic",2019,"Las Vegas",286,20718,0.0441437512131648,0.955856248786835,0.947760158322428,0.0522398416775717
"2019/5/26",1.43,2651095,"conventional",2019,"Los Angeles",111,3791065.85,"2019/5/26",1.94,109869,"organic",2019,"Los Angeles",111,213145.86,0.0532304172298622,0.946769582770138,0.943881225974794,0.0561187740252061
"2019/5/26",1.3,123220,"conventional",2019,"Louisville",2101,160186,"2019/5/26",1.86,3860,"organic",2019,"Louisville",2101,7179.6,0.0428977041877184,0.957102295812282,0.936163248380035,0.0638367516199649
"2019/5/26",1.36,955388,"conventional",2019,"Miami/Ft. Lauderdale",2843,1299327.68,"2019/5/26",1.3,3345,"organic",2019,"Miami/Ft. Lauderdale",2843,4348.5,0.00333556757936622,0.996664432420634,0.98727575637968,0.0127242436203202
"2019/5/26",1.07,288761,"conventional",2019,"Nashville",2020,308974.27,"2019/5/26",1.53,9340,"organic",2019,"Nashville",2020,14290.2,0.0442059097926846,0.955794090207315,0.939943242238379,0.060056757761621
"2019/5/26",0.95,400463,"conventional",2019,"New Orleans/Mobile",1954,380439.85,"2019/5/26",1.05,9079,"organic",2019,"New Orleans/Mobile",1954,9532.95,0.0244451664321204,0.97555483356788,0.978554582016915,0.0214454179830849
"2019/5/26",1.62,1849421,"conventional",2019,"New York",2794,2996062.02,"2019/5/26",1.92,88628,"organic",2019,"New York",2794,170165.76,0.0537440044822044,0.946255995517796,0.933438425149798,0.066561574850202
"2019/5/26",1.29,489170,"conventional",2019,"Orlando",2617,631029.3,"2019/5/26",1.21,2490,"organic",2019,"Orlando",2617,3012.9,0.004751891908772,0.995248108091228,0.980111713684211,0.0198882863157888
"2019/5/26",1.45,559174,"conventional",2019,"Philadelphia",2759,810802.3,"2019/5/26",1.6,21253,"organic",2019,"Philadelphia",2759,34004.8,0.0402515556509883,0.959748444349012,0.936511942809066,0.0634880571909341
"2019/5/26",1,1269744,"conventional",2019,"Phoenix/Tucson",482,1269744,"2019/5/26",1.96,12400,"organic",2019,"Phoenix/Tucson",482,24304,0.0187813744157867,0.981218625584213,0.969701956979254,0.030298043020746
"2019/5/26",1.28,156554,"conventional",2019,"Pittsburgh",2445,200389.12,"2019/5/26",1.7,7947,"organic",2019,"Pittsburgh",2445,13509.9,0.0631601771714522,0.936839822828548,0.901272720977339,0.0987272790226607
"2019/5/26",1.44,678600,"conventional",2019,"Portland",855,977184,"2019/5/26",2.22,27737,"organic",2019,"Portland",855,61576.14,0.0592784971514213,0.940721502848579,0.923994665655572,0.0760053343444283
"2019/5/26",1.34,404795,"conventional",2019,"Raleigh/Greensboro",2557,542425.3,"2019/5/26",2.16,17228,"organic",2019,"Raleigh/Greensboro",2557,37212.48,0.0641995419967277,0.935800458003272,0.931804857309753,0.0681951426902468
"2019/5/26",1.3,316321,"conventional",2019,"Richmond/Norfolk",2632,411217.3,"2019/5/26",1.37,16962,"organic",2019,"Richmond/Norfolk",2632,23237.94,0.0534875353327537,0.946512464667246,0.928449792317041,0.0715502076829592
"2019/5/26",1.61,457028,"conventional",2019,"Sacramento",277,735815.08,"2019/5/26",1.97,11884,"organic",2019,"Sacramento",277,23411.48,0.0308359602171979,0.969164039782802,0.962944579767275,0.0370554202327255
"2019/5/26",1.52,481447,"conventional",2019,"San Diego",253,731799.44,"2019/5/26",2.04,25481,"organic",2019,"San Diego",253,51981.24,0.0663211550455671,0.933678844954433,0.936062734959172,0.0639372650408284
"2019/5/26",1.79,805283,"conventional",2019,"San Francisco",283,1441456.57,"2019/5/26",2.18,42968,"organic",2019,"San Francisco",283,93670.24,0.0610179168195232,0.938982083180477,0.934814063488938,0.0651859365110624
"2019/5/26",1.66,573093,"conventional",2019,"Seattle",1029,951334.38,"2019/5/26",1.87,86826,"organic",2019,"Seattle",1029,162364.62,0.145788601767623,0.854211398232377,0.870418203097601,0.129581796902399
"2019/5/26",1.52,101528,"conventional",2019,"Spokane",1097,154322.56,"2019/5/26",2.24,4285,"organic",2019,"Spokane",1097,9598.4,0.0585550499460228,0.941444950053977,0.924914231142534,0.0750857688574661
"2019/5/26",1.13,256311,"conventional",2019,"St. Louis",1841,289631.43,"2019/5/26",1.59,12065,"organic",2019,"St. Louis",1841,19183.35,0.0621192742134946,0.937880725786505,0.933648181888816,0.0663518181111838
"2019/5/26",1.37,94898,"conventional",2019,"Syracuse",2693,130010.26,"2019/5/26",1.52,4431,"organic",2019,"Syracuse",2693,6735.12,0.0492529985290911,0.950747001470909,0.939977816469908,0.0600221835300924
"2019/5/26",1.22,575263,"conventional",2019,"Tampa",2636,701820.86,"2019/5/26",1.25,1322,"organic",2019,"Tampa",2636,1652.5,0.00234905839220408,0.997650941607796,0.982892930828724,0.0171070691712757
"2019/6/2",1.52,117969,"conventional",2019,"Albany",2832,179312.88,"2019/6/2",1.88,2440,"organic",2019,"Albany",2832,4587.2,0.0249439804485131,0.975056019551487,0.967559739478929,0.0324402605210707
"2019/6/2",1.04,761008,"conventional",2019,"Atlanta",2199,791448.32,"2019/6/2",1.24,33619,"organic",2019,"Atlanta",2199,41687.56,0.0500369279498561,0.949963072050144,0.950191710190095,0.0498082898099051
"2019/6/2",1.46,979725,"conventional",2019,"Baltimore/Washington",2679,1430398.5,"2019/6/2",1.68,37911,"organic",2019,"Baltimore/Washington",2679,63690.48,0.0426283045070047,0.957371695492995,0.944935705825464,0.0550642941745357
"2019/6/2",1.25,123689,"conventional",2019,"Boise",827,154611.25,"2019/6/2",1.99,3641,"organic",2019,"Boise",827,7245.59,0.0447654235681359,0.955234576431864,0.943837287582292,0.056162712417708
"2019/6/2",1.58,703801,"conventional",2019,"Boston",2998,1112005.58,"2019/6/2",1.89,27804,"organic",2019,"Boston",2998,52549.56,0.0451241492953266,0.954875850704673,0.944402626536698,0.0555973734633019
"2019/6/2",1.29,186482,"conventional",2019,"Buffalo/Rochester",2552,240561.78,"2019/6/2",1.57,4141,"organic",2019,"Buffalo/Rochester",2552,6501.37,0.0263146082287059,0.973685391771294,0.926154647760673,0.0738453522393267
"2019/6/2",1.27,318216,"conventional",2019,"Charlotte",2428,404134.32,"2019/6/2",1.88,15537,"organic",2019,"Charlotte",2428,29209.56,0.0674050363881913,0.932594963611809,0.933943830589444,0.066056169410556
"2019/6/2",1.53,755062,"conventional",2019,"Chicago",2030,1155244.86,"2019/6/2",1.84,41705,"organic",2019,"Chicago",2030,76737.2,0.0622875953242371,0.937712404675763,0.921864208370615,0.078135791629385
"2019/6/2",1.01,400113,"conventional",2019,"Cincinnati/Dayton",2190,404114.13,"2019/6/2",1.28,25653,"organic",2019,"Cincinnati/Dayton",2190,32835.84,0.0751478252761981,0.924852174723802,0.921640979752964,0.0783590202470356
"2019/6/2",0.97,265512,"conventional",2019,"Columbus",2261,257546.64,"2019/6/2",0.92,35209,"organic",2019,"Columbus",2261,32392.28,0.111721048005559,0.888278951994441,0.928429826068234,0.0715701739317663
"2019/6/2",0.95,1589504,"conventional",2019,"Dallas/Ft. Worth",1449,1510028.8,"2019/6/2",1.33,27223,"organic",2019,"Dallas/Ft. Worth",1449,36206.59,0.0234159625592323,0.976584037440768,0.96479638894717,0.0352036110528297
"2019/6/2",1.03,1059551,"conventional",2019,"Denver",1032,1091337.53,"2019/6/2",1.47,31348,"organic",2019,"Denver",1032,46081.56,0.0405141432961179,0.959485856703882,0.946481603768874,0.053518396231126
"2019/6/2",1.03,679307,"conventional",2019,"Detroit",2296,699686.21,"2019/6/2",1.24,27687,"organic",2019,"Detroit",2296,34331.88,0.0467725257288959,0.953227474271104,0.941869889252581,0.0581301107474194
"2019/6/2",1.47,217633,"conventional",2019,"Grand Rapids",2193,319920.51,"2019/6/2",1.47,10253,"organic",2019,"Grand Rapids",2193,15071.91,0.0449917941426854,0.955008205857315,0.953442082798573,0.0465579172014267
"2019/6/2",1.24,361579,"conventional",2019,"Harrisburg/Scranton",2717,448357.96,"2019/6/2",1.51,12583,"organic",2019,"Harrisburg/Scranton",2717,19000.33,0.0406547404989863,0.959345259501014,0.943439474398886,0.0565605256011136
"2019/6/2",1.53,383263,"conventional",2019,"Hartford/Springfield",2906,586392.39,"2019/6/2",2.35,12685,"organic",2019,"Hartford/Springfield",2906,29809.75,0.0483765765565176,0.951623423443482,0.94103680481658,0.0589631951834199
"2019/6/2",0.96,1387053,"conventional",2019,"Houston",1656,1331570.88,"2019/6/2",1.6,34473,"organic",2019,"Houston",1656,55156.8,0.0397747883708501,0.96022521162915,0.966414443488332,0.0335855565116683
"2019/6/2",1,304452,"conventional",2019,"Indianapolis",2083,304452,"2019/6/2",1.07,21997,"organic",2019,"Indianapolis",2083,23536.79,0.0717609586595932,0.928239041340407,0.945371948156886,0.0546280518431136
"2019/6/2",1.34,216465,"conventional",2019,"Jacksonville",2440,290063.1,"2019/6/2",1.7,1619,"organic",2019,"Jacksonville",2440,2752.3,0.00939943732467623,0.990600562675324,0.978139500731126,0.0218604992688741
"2019/6/2",1.04,437962,"conventional",2019,"Las Vegas",286,455480.48,"2019/6/2",1.64,12601,"organic",2019,"Las Vegas",286,20665.64,0.0434018867989515,0.956598113201048,0.947760158322428,0.0522398416775717
"2019/6/2",1.29,3130543,"conventional",2019,"Los Angeles",111,4038400.47,"2019/6/2",2.04,83888,"organic",2019,"Los Angeles",111,171131.52,0.0406533363819383,0.959346663618062,0.943881225974794,0.0561187740252061
"2019/6/2",1,150008,"conventional",2019,"Louisville",2101,150008,"2019/6/2",1.1,8289,"organic",2019,"Louisville",2101,9117.9,0.0572999115794475,0.942700088420553,0.936163248380035,0.0638367516199649
"2019/6/2",1.38,926565,"conventional",2019,"Miami/Ft. Lauderdale",2843,1278659.7,"2019/6/2",1.24,3433,"organic",2019,"Miami/Ft. Lauderdale",2843,4256.92,0.00331815796415515,0.996681842035845,0.98727575637968,0.0127242436203202
"2019/6/2",1.04,289216,"conventional",2019,"Nashville",2020,300784.64,"2019/6/2",1.24,15682,"organic",2019,"Nashville",2020,19445.68,0.060724043869425,0.939275956130575,0.939943242238379,0.060056757761621
"2019/6/2",1.06,337381,"conventional",2019,"New Orleans/Mobile",1954,357623.86,"2019/6/2",1.05,8722,"organic",2019,"New Orleans/Mobile",1954,9158.1,0.0249687852695918,0.975031214730408,0.978554582016915,0.0214454179830849
"2019/6/2",1.64,1755376,"conventional",2019,"New York",2794,2878816.64,"2019/6/2",2.05,85755,"organic",2019,"New York",2794,175797.75,0.0575515359894576,0.942448464010542,0.933438425149798,0.066561574850202
"2019/6/2",1.29,478457,"conventional",2019,"Orlando",2617,617209.53,"2019/6/2",1.14,2725,"organic",2019,"Orlando",2617,3106.5,0.00500793119919858,0.994992068800801,0.980111713684211,0.0198882863157888
"2019/6/2",1.39,547560,"conventional",2019,"Philadelphia",2759,761108.4,"2019/6/2",1.69,27220,"organic",2019,"Philadelphia",2759,46001.8,0.0569956865865405,0.943004313413459,0.936511942809066,0.0634880571909341
